Invoice No,Country Code,Sales ($),Margin ($),Margin (%),Vendor,Customer,Partner,End User,Invoice Date,Type,oSpace Program Name,ProgramID
326681-01,AU,6609.3315,528.7515,0.080000753,Okta,Intuit Technologies Pty Ltd,Intuit Technologies Pty Ltd,Stornoway Water Pty Ltd,27/06/2024,Target,,
326899-01,AU,78442.722,8509.972,0.108486444,Nozomi Networks,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Transurban Limited,27/06/2024,Target,,
326833-01,AU,204858.5413,22973.6905,0.112144167,"Crowdstrike, Inc.",ONESTEP GROUP (WA) PTY LTD,ONESTEP GROUP (WA) PTY LTD,Independence Group NL,27/06/2024,Target,,
326909-01,AU,129699.98,5187.98,0.039999852,Proofpoint,PRJ CONSULTING PTY LTD t/a 3columns,PRJ CONSULTING PTY LTD t/a 3columns,CITY OF GREATER GEELONG,27/06/2024,Target,,
326882-01,AU,0,-215,-Infinity,Arista,Comlinx Pty Ltd,Comlinx Pty Ltd,NextDC Ltd,27/06/2024,Others,,
325774-01,AU,865920.5061,87178.0713,0.10067676,Arista,Comlinx Pty Ltd,Comlinx Pty Ltd,NextDC Ltd,27/06/2024,Others,,
326905-01,AU,28225.5881,1693.5481,0.060000454,"Crowdstrike, Inc.",Computers Now Pty Ltd,Computers Now Pty Ltd,Sushi Sushi Franchising Pty Ltd,27/06/2024,Control,,
326414-01,AU,178.82,15.328,0.085717481,"Crowdstrike, Inc.",CYBER AUSTRALIA PTY LTD (T/A CyberAI),CYBER AUSTRALIA PTY LTD (T/A CyberAI),CYBER AUSTRALIA PTY LTD (T/A CyberAI),27/06/2024,Others,,
326880-01,AU,28074.375,1824.375,0.064983637,Proofpoint,CyberCX Pty Ltd,CyberCX Pty Ltd,NSW Land Registry Services,27/06/2024,Control,,
326897-01,AU,861.017,86.106,0.100004994,"Crowdstrike, Inc.",DEPLOYPARTNERS PTY LTD,DEPLOYPARTNERS PTY LTD,DEPLOYPARTNERS PTY LTD,27/06/2024,Others,,
326874-01,AU,21328.1251,853.1251,0.040000005,Proofpoint,IBM Australia Limited,IBM Australia Limited,IBM Australia Limited,27/06/2024,Others,,
C326920-01,AU,-91295.6162,-10124.9102,0.110902479,Silverfort Ltd,IdentityXP Pty Ltd,IdentityXP Pty Ltd,,27/06/2024,Others,,
326902-01,AU,91295.6162,10124.9102,0.110902479,Silverfort Ltd,IdentityXP Pty Ltd,IdentityXP Pty Ltd,McMillan Shakespeare Limited,27/06/2024,Others,,
326876-01,AU,34380.56,5184.49,0.150797137,Micro Focus,Informotion Pty Ltd,Informotion Pty Ltd,Central Seq Distributor-Retailer Authority,27/06/2024,Others,,
326879-01,AU,157836.8,3475.2,0.022017679,Proofpoint,Insight Enterprises Australia Pty Ltd,Insight Enterprises Australia Pty Ltd,MYER PTY LTD,27/06/2024,Control,,
326912-01,AU,51962.048,2078.448,0.039999347,Proofpoint,INTALOCK (SPIRIT) CYBER SECURITY PTY LTD,INTALOCK (SPIRIT) CYBER SECURITY PTY LTD,CITY OF WHITTLESEA,27/06/2024,Others,,
326892-01,AU,526.44,66.2042,0.125758301,SolarWinds Europe,Iocane Pty Ltd,Iocane Pty Ltd,Flinders Port Holdings Pty Ltd,27/06/2024,Others,,
326891-01,AU,89783.472,8529.4304,0.095000006,Micro Focus,K J ROSS & ASSOCIATES PTY LTD,K J ROSS & ASSOCIATES PTY LTD,Department of Finance (ACT),27/06/2024,Others,,
326887-01,AU,64180.8,5786.4,0.090157804,Micro Focus,K J ROSS & ASSOCIATES PTY LTD,K J ROSS & ASSOCIATES PTY LTD,Australian Research Council (ARC),27/06/2024,Others,,
326873-01,AU,8024.5,642.24,0.080034893,Micro Focus,Planit Test Management Solutions Pty Ltd,Planit Test Management Solutions Pty Ltd,Brisbane City Council,27/06/2024,Others,,
326871-01,AU,4454.3,267.26,0.060000449,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,Nicolas Donald Casalegno,27/06/2024,Others,,
326870-01,AU,4454.3,267.26,0.060000449,Oracle,Prescience Technology Pty Limited,Prescience Technology Pty Limited,AMP Power Australia Pty Ltd,27/06/2024,Others,,
326860-01,AU,10739.9933,644.3988,0.059999926,"Crowdstrike, Inc.",Secure Agility Pty Limited,Secure Agility Pty Limited,NEXTED GROUP LIMITED,27/06/2024,Control,,
326888-01,AU,74976.37,5912.7468,0.078861471,Netskope,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Maddocks,27/06/2024,Control,,
326890-01,AU,3339,198.856,0.059555556,IBM,Spectrum IT Pty Ltd T/A Strong Solutions,Spectrum IT Pty Ltd T/A Strong Solutions,Arakella Pty Limited,27/06/2024,Others,,
326574-01,AU,5051.223,505.143,0.100004098,Okta,STRATEGIC INFORMATION TECHNOLOGIES PTY LIMITED,STRATEGIC INFORMATION TECHNOLOGIES PTY LIMITED,FORTUNITY GROUP PTY LIMITED,27/06/2024,Others,,
326913-01,AU,139499.49,5579.99,0.040000075,Proofpoint,THALES CYBER SERVICES AUSTRALIA PTY LTD,THALES CYBER SERVICES AUSTRALIA PTY LTD,MARIBYRNONG CITY COUNCIL,27/06/2024,Control,,
326981-01,AU,0,-970.6,-Infinity,Arista,Vectec Pty Ltd,Vectec Pty Ltd,Australian Securities Exchange,27/06/2024,Control,,
326886-01,AU,0,-215,-Infinity,Arista,Vectec Pty Ltd,Vectec Pty Ltd,Australian Securities Exchange,27/06/2024,Control,,
326881-01,AU,0,-215,-Infinity,Arista,Vectec Pty Ltd,Vectec Pty Ltd,ASX LIMITED,27/06/2024,Control,,
324492-02,AU,278081.3976,15228.1848,0.054761609,Arista,Vectec Pty Ltd,Vectec Pty Ltd,Australian Securities Exchange,27/06/2024,Control,,
326896-01,AU,30734.78,2257.1613,0.073439969,Netskope,VoIP Pty Ltd,VoIP Pty Ltd,POLICE BANK LTD,27/06/2024,Control,,
326869-01,AU,2251,219.75,0.097623279,Netskope,VoIP Pty Ltd,VoIP Pty Ltd,VoIP Pty Ltd,27/06/2024,Control,,
326898-01,AU,12501.75,1000.3425,0.080016198,Micro Focus,WIPRO REVOLUTION IT PTY LTD,WIPRO REVOLUTION IT PTY LTD,OFFICEWORKS LTD,27/06/2024,Others,,
326918-01,AU,996,87.15,0.0875,SolarWinds Europe,DATA#3 LIMITED,DATA#3 LIMITED,City of Swan,28/06/2024,Target,,
326908-01,AU,2613.12,222.12,0.085001837,SUSE,DATA#3 LIMITED,DATA#3 LIMITED,Australia Pacific Airports (Melbourne) Pty Limited,28/06/2024,Target,,
326736-01,AU,27224.31,3266.9196,0.120000088,Micro Focus,DATA#3 LIMITED,DATA#3 LIMITED,SACE BOARD OF SOUTH AUSTRALIA,28/06/2024,Target,,
326539-01,AU,16411.615,2793.0265,0.170185963,Micro Focus,DATA#3 LIMITED,DATA#3 LIMITED,NORTH REGIONAL TAFE (KIMBERLEY TAFE),28/06/2024,Target,,
326932-01,AU,272319.55,34545.552,0.126856673,"Crowdstrike, Inc.",INSCOPE IT PTY LTD,INSCOPE IT PTY LTD,TasWater,28/06/2024,Target,,
326851-01,AU,25794.96,1981.0572,0.076800166,SolarWinds Europe,Interactive Pty Ltd,Interactive Pty Ltd,Interactive Pty Ltd,28/06/2024,Target,,
326972-01,AU,11563.451,1403.1384,0.12134253,"Forescout Technologies, Inc",NTT Australia Pty Ltd,NTT Australia Pty Ltd,Hume Rural Health Alliance,28/06/2024,Target,,
326965-01,AU,218295.0892,21403.6401,0.098049114,"Forescout Technologies, Inc",NTT Australia Pty Ltd,NTT Australia Pty Ltd,CenITex,28/06/2024,Target,,
326959-01,AU,132618.8812,13010.1287,0.098101632,"Forescout Technologies, Inc",NTT Australia Pty Ltd,NTT Australia Pty Ltd,CenITex,28/06/2024,Target,,
326926-01,AU,0,-215,-Infinity,Gigamon,NTT Australia Pty Ltd,NTT Australia Pty Ltd,TRANSURBAN HOLDINGS LIMITED,28/06/2024,Target,,
326910-01,AU,37938.9,3225.9,0.085028823,SUSE,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Australian Unity Group Services Pty Ltd,28/06/2024,Target,,
326427-01,AU,546270.84,16388.274,0.030000272,Oracle,NTT Australia Pty Ltd,NTT Australia Pty Ltd,Western Power,28/06/2024,Target,,
326962-01,AU,65536.0821,4855.2715,0.074085471,"Crowdstrike, Inc.",ONESTEP GROUP (WA) PTY LTD,ONESTEP GROUP (WA) PTY LTD,SwanCare Group Inc,28/06/2024,Target,,
326970-01,AU,57696.5471,5270.6442,0.09135112,Netskope,Tecala ICT Pty Limited,Tecala ICT Pty Limited,MTAA SUPER FUND,28/06/2024,Target,,
326925-01,AU,147564.8,11805.2,0.080000108,SUSE,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,Telstra Limited,28/06/2024,Target,,
326821-01,AU,37689.44,3443.8576,0.091374603,Arista,Telstra Limited,TELSTRA BROADCAST SERVICES PTY LIMITED,DEPARTMENT OF CUSTOMER SERVICE (NSW),28/06/2024,Target,,
326399-02,AU,34391.79,3923.04,0.114069085,Imperva,Vocus Pty Ltd,Vocus Pty Ltd,Vocus Pty Ltd,28/06/2024,Target,,
326969-01,AU,50050.11,5095.11,0.101800176,SolarWinds Europe,5G Network Operations Pty Ltd,5G Network Operations Pty Ltd,AIRTRUNK OPERATING PTY LTD,28/06/2024,Others,,
326968-01,AU,33330.83,3393.08,0.101800045,SolarWinds Europe,5G Network Operations Pty Ltd,5G Network Operations Pty Ltd,AIRTRUNK OPERATING PTY LTD,28/06/2024,Others,,
326967-01,AU,28953.74,2947.49,0.101799975,SolarWinds Europe,5G Network Operations Pty Ltd,5G Network Operations Pty Ltd,AIRTRUNK OPERATING PTY LTD,28/06/2024,Others,,
326966-01,AU,28953.74,2947.49,0.101799975,SolarWinds Europe,5G Network Operations Pty Ltd,5G Network Operations Pty Ltd,AIRTRUNK OPERATING PTY LTD,28/06/2024,Others,,
C326977-01,AU,-79511.0412,-7951.3356,0.100002911,"Crowdstrike, Inc.",A.C.N. 661 187 211 PTY LTD (T/A 3 Lights),A.C.N. 661 187 211 PTY LTD (T/A 3 Lights),,28/06/2024,Others,,
326952-01,AU,79511.0412,7951.3356,0.100002911,"Crowdstrike, Inc.",A.C.N. 661 187 211 PTY LTD (T/A 3 Lights),A.C.N. 661 187 211 PTY LTD (T/A 3 Lights),AUSTRALIAN MARITIME SYSTEMS GROUP PTY LTD,28/06/2024,Others,,
324073-08,AU,25.5025,3.8252,0.149993138,"Crowdstrike, Inc.",Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,Asta Solutions Pty Ltd,28/06/2024,Others,,
326623-01,AU,23281.62,3492.2566,0.150000584,Micro Focus,Aurora Technologies Pty Ltd,Aurora Technologies Pty Ltd,QLeave,28/06/2024,Others,,
326942-01,AU,62989.9395,3149.4685,0.049999548,Okta,BLUBIZ SOLUTIONS PTY LTD,BLUBIZ SOLUTIONS PTY LTD,J.G. KING PTY. LTD.,28/06/2024,Others,,
326917-01,AU,55670.1312,4454.5848,0.080017501,SUSE,Commonwealth Scientific And Industrial Research Organisation (CSIRO),Commonwealth Scientific And Industrial Research Organisation (CSIRO),,28/06/2024,Others,,
326915-01,AU,158155.49,12645.89,0.07995859,SUSE,Commonwealth Scientific And Industrial Research Organisation (CSIRO),Commonwealth Scientific And Industrial Research Organisation (CSIRO),Commonwealth Scientific And Industrial Research Organisation (CSIRO),28/06/2024,Others,,
326907-01,AU,131714.628,13167.869,0.099972715,"Crowdstrike, Inc.",Computers Now Pty Ltd,Computers Now Pty Ltd,The George Institute for Global Health,28/06/2024,Control,,
326924-01,AU,177.64,9.34,0.052578248,SolarWinds Europe,CORPCLOUD PTY LTD,CORPCLOUD PTY LTD,IT Management Associates,28/06/2024,Others,,
318103-03,AU,58727.4442,2936.4242,0.050000885,Okta,CSO GROUP PTY LTD,CSO GROUP PTY LTD,NSW Telco Authority,28/06/2024,Others,,
326940-01,AU,284338.3773,19695.4086,0.0692675,"Crowdstrike, Inc.",CYBER AUSTRALIA PTY LTD (T/A CyberAI),CYBER AUSTRALIA PTY LTD (T/A CyberAI),Chandler Macleod Group Limited,28/06/2024,Others,,
326936-01,AU,206676.0968,12397.9924,0.059987549,Okta,CyberCX Pty Ltd,CyberCX Pty Ltd,ME Bank (MEMBERS EQUITY BANK LIMITED),28/06/2024,Control,,
326877-01,AU,362367.75,16302.8906,0.044989905,Netskope,CyberCX Pty Ltd,CyberCX Pty Ltd,CLEANAWAY WASTE MANAGEMENT LIMITED,28/06/2024,Control,,
326951-01,AU,43819.5188,2628.217,0.059978226,Netskope,CYTHERA PTY LTD,CYTHERA PTY LTD,Rightship Pty Ltd,28/06/2024,Others,,
324933-02,AU,61767.6962,3705.9962,0.059998938,Okta,Dialog Pty Ltd,Dialog Pty Ltd,RAY WHITE (REAL ESTATE) PTY LTD,28/06/2024,Others,,
321987-02,AU,78494.3039,3914.1239,0.049865069,Okta,Dialog Pty Ltd,Dialog Pty Ltd,RAY WHITE (REAL ESTATE) PTY LTD,28/06/2024,Others,,
318196-03,AU,137481.9133,4149.4343,0.030181674,Okta,Dialog Pty Ltd,Dialog Pty Ltd,RAY WHITE (REAL ESTATE) PTY LTD,28/06/2024,Others,,
C326953-01,AU,-2956.3832,0,0,AWS Market Place,DNX TECHNOLOGY PTY LTD,DNX TECHNOLOGY PTY LTD,,28/06/2024,Others,,
326938-01,AU,16958.586,2763.3023,0.162944145,Imperva,Emantra Pty Ltd,Emantra Pty Ltd,Emantra Pty Ltd,28/06/2024,Others,,
326486-01,AU,23391.1581,1169.5576,0.049999987,Oracle,Fujitsu Australia Limited (NSW),Fujitsu Australia Limited (NSW),DB Results Pty Ltd,28/06/2024,Others,,
326437-01,AU,15270,1384.95,0.090697446,Micro Focus,FYB Pty Ltd,FYB Pty Ltd,Department of State Growth,28/06/2024,Others,,
326961-01,AU,96517.8372,11315.9973,0.117242549,Netskope,IBM Australia Limited,IBM Australia Limited,ARROW ENERGY PTY LTD,28/06/2024,Others,,
326923-01,AU,18251.52,1460.7912,0.080036687,Micro Focus,iCognition Pty Limited,iCognition Pty Limited,The Department Of The Prime Minister And Cabinet (ACT),28/06/2024,Others,,
317765-03,AU,11806.2972,1180.5672,0.099994705,Micro Focus,Idea Science Pty Ltd,Idea Science Pty Ltd,BROADSOURCE GROUP PTY LTD,28/06/2024,Others,,
326921-01,AU,91295.6162,10124.9102,0.110902479,Silverfort Ltd,IdentityXP Pty Ltd,IdentityXP Pty Ltd,McMillan Shakespeare Limited,28/06/2024,Others,,
326944-01,AU,136815.7601,10945.2601,0.079999995,SUSE,Insight Enterprises Australia Pty Ltd,Insight Enterprises Australia Pty Ltd,AGL Energy Limited,28/06/2024,Control,,
326900-01,AU,63496,5081.68,0.080031498,Micro Focus,Insight Enterprises Australia Pty Ltd,Insight Enterprises Australia Pty Ltd,GOLDING CONTRACTORS PTY LTD,28/06/2024,Control,,
326392-01,AU,687149.2111,61843.4317,0.090000004,ExtraHop,INTALOCK (SPIRIT) CYBER SECURITY PTY LTD,INTALOCK (SPIRIT) CYBER SECURITY PTY LTD,Star Entertainment Group,28/06/2024,Others,,
326971-01,AU,76317.6463,5027.0063,0.065869514,SolarWinds Europe,Intrepid Solutions Australia Pty Ltd,Intrepid Solutions Australia Pty Ltd,Sunshine Coast Hospital and Health Service,28/06/2024,Others,,
326916-01,AU,319796.28,25819.932,0.080738688,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,Department of Treasury and Finance (Vic),28/06/2024,Others,,
326906-01,AU,121358.94,9709.962,0.080010274,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,Central Coast Council,28/06/2024,Others,,
326857-01,AU,92725.086,5635.1969,0.060773164,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,"Department of Climate Change, Energy, the Environment and Water",28/06/2024,Others,,
326931-01,AU,16734.1641,1734.1641,0.10363016,Netskope,Nuago Pty Ltd,Nuago Pty Ltd,CATCON,28/06/2024,Others,,
C326934-01,AU,-355.8886,-35.7289,0.100393494,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),,28/06/2024,Control,,
C326933-01,AU,-355.8886,-35.7289,0.100393494,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),,28/06/2024,Control,,
326939-04,AU,355.8886,53.3839,0.150001714,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),CXO SIT-DOWN PTY LTD,28/06/2024,Control,,
326939-03,AU,355.8886,53.3839,0.150001714,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),CXO SIT-DOWN PTY LTD,28/06/2024,Control,,
326939-02,AU,355.8886,53.3839,0.150001714,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),CXO SIT-DOWN PTY LTD,28/06/2024,Control,,
326939-01,AU,355.8886,53.3839,0.150001714,"Crowdstrike, Inc.",Nueva Group Pty Ltd (T/A Nueva Solutions),Nueva Group Pty Ltd (T/A Nueva Solutions),CXO SIT-DOWN PTY LTD,28/06/2024,Control,,
326830-01,AU,3362.1161,336.2076,0.099998807,"Crowdstrike, Inc.",Reseau Pty Ltd,Reseau Pty Ltd,Reseau Pty Ltd,28/06/2024,Others,,
326964-01,AU,80879.942,4046.874,0.05003557,Rubrik,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Murdoch Children's Research Institute,28/06/2024,Control,,
326945-01,AU,46612.72,2797.3196,0.060011937,Netskope,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Davidson Group (Aust) Pty Ltd,28/06/2024,Control,,
326846-01,AU,104347.69,3441.0887,0.032977143,Netskope,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Peter Warren Automotive Pty Ltd,28/06/2024,Control,,
326797-01,AU,122644.34,6132.15,0.049999454,Okta,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,Rockpool Residential Aged Care,28/06/2024,Control,,
326868-01,AU,8265.0468,1270.9272,0.153771325,"Forescout Technologies, Inc",SURECITY NETWORKS PTY LTD,SURECITY NETWORKS PTY LTD,FTA FOOD SOLUTIONS PTY LTD,28/06/2024,Others,,
326973-01,AU,0,-215,-Infinity,"Forescout Technologies, Inc",The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,Wannon Region Water Corporation,28/06/2024,Control,,
326960-01,AU,8032.2933,948.6193,0.11810068,Imperva,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,PageUp People Pty Ltd,28/06/2024,Control,,
326927-01,AU,449479.933,26968.1312,0.059998521,Netskope,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,AUSTRALIAN RED CROSS SOCIETY T/as Australian Red Cross Lifeblood,28/06/2024,Control,,
326556-01,AU,40333.9826,4570.3546,0.113312753,"Forescout Technologies, Inc",The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,Wannon Region Water Corporation,28/06/2024,Control,,
323996-07,AU,1228.907,131.8107,0.107258483,Imperva,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,PLUMBERS SUPPLIES CO-OPERATIVE LIMITED,28/06/2024,Control,,
321946-12,AU,1979.0652,158.3252,0.079999992,Imperva,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,SNOWY'S OUTDOORS PTY LTD,28/06/2024,Control,,
326493-01,AU,185376.48,18676.712,0.100750171,Micro Focus,The Somerville Group Pty Ltd - T/as Atturra Managed Services,The Somerville Group Pty Ltd - T/as Atturra Managed Services,Diocese of Lismore Catholic Schools Limited,28/06/2024,Control,,
326911-01,AU,277305.375,11092.215,0.04,Proofpoint,The Trustee for Bertika Trust & Others t/a Perfekt Pty Ltd,The Trustee for Bertika Trust & Others t/a Perfekt Pty Ltd,MARIBYRNONG CITY COUNCIL,28/06/2024,Control,,
326274-02,AU,278.363,41.7517,0.149990121,"Crowdstrike, Inc.",The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,The Trustee for National IT Solutions Australia Unit Trust,28/06/2024,Others,,
326935-01,AU,26467.2,2117.61,0.080008841,Micro Focus,The Trustee for the JDS Solutions Unit Trust (T/As JDS AUSTRALIA PTY LTD),The Trustee for the JDS Solutions Unit Trust (T/As JDS AUSTRALIA PTY LTD),Queensland Health,28/06/2024,Others,,
326473-01,AU,4433.89,354.7108,0.07999991,Micro Focus,The Trustee for the JDS Solutions Unit Trust (T/As JDS AUSTRALIA PTY LTD),The Trustee for the JDS Solutions Unit Trust (T/As JDS AUSTRALIA PTY LTD),Janison solutions Pty Ltd,28/06/2024,Others,,
326827-01,AU,118696.7128,7124.2428,0.060020557,Okta,Trustee for the P & R Williamson Family Trust ( trading as Insync Solutions Pty Ltd),Trustee for the P & R Williamson Family Trust ( trading as Insync Solutions Pty Ltd),NATIONAL CENTRE FOR VOCATIONAL EDUCATION RESEARCH LTD (NCVER),28/06/2024,Others,,
324504-01,AU,952323.7825,46475.0893,0.048801773,Arista,Vectec Pty Ltd,Vectec Pty Ltd,ASX LIMITED,28/06/2024,Control,,
326878-01,AU,68309.75,4106.7448,0.060119453,Micro Focus,WyldLynx Pty Ltd,WyldLynx Pty Ltd,WyldLynx Pty Ltd,28/06/2024,Others,,
326956-01,AU,106896.5797,6413.7922,0.059999976,"Crowdstrike, Inc.",Brennan IT Pty Ltd,Brennan IT Pty Ltd,Tritium Pty Ltd,29/06/2024,Control,,
322213-02,AU,78974.6532,5332.9704,0.06752762,Micro Focus,Civica Pty Ltd,Civica Pty Ltd,Wellington Shire Council,29/06/2024,Others,,
324541-07,AU,7791.67,388.89,0.049910995,IBM,Fifth Logic Pty Ltd,Fifth Logic Pty Ltd,Fifth Logic Pty Ltd,29/06/2024,Others,,
326325-02,AU,11410.5024,913.0016,0.080014146,Imperva,Insight Enterprises Australia Pty Ltd,Insight Enterprises Australia Pty Ltd,BHP Biliton Group Operations Pty Ltd,29/06/2024,Control,,
322053-02,AU,146508.6936,11720.6796,0.079999892,Micro Focus,K J ROSS & ASSOCIATES PTY LTD,K J ROSS & ASSOCIATES PTY LTD,Brisbane City Council,29/06/2024,Others,OpenText Q3 21,
317851-03,AU,74190.5448,2160.582,0.029122067,Micro Focus,Kapish Services Pty Ltd,Kapish Services Pty Ltd,Moonee Valley City Council,29/06/2024,Others,,
C326983-01,AU,-56738.1268,0,0,Arista,NEXTGEN Asia Pte. Ltd.,NEXTGEN Asia Pte. Ltd.,,29/06/2024,Others,,
C326974-01,AU,-363412.6244,-28910.7936,0.07955363,Arista,NEXTGEN Asia Pte. Ltd.,NEXTGEN Asia Pte. Ltd.,,29/06/2024,Others,,
326950-01,AU,56738.1268,0,0,Arista,NEXTGEN Asia Pte. Ltd.,NEXTGEN Asia Pte. Ltd.,,29/06/2024,Others,,
326980-01,AU,0,-6028.14,-Infinity,SUSE,Nextgen Distribution Pty Ltd (AU),Nextgen Distribution Pty Ltd (AU),,29/06/2024,Control,,
326979-01,AU,0,14786,Infinity,Oracle,Nextgen Distribution Pty Ltd (AU),Nextgen Distribution Pty Ltd (AU),,29/06/2024,Control,,
326380-02,AU,413.6297,62.0525,0.15001945,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",29/06/2024,Others,,
326363-02,AU,224.5364,33.68,0.149997951,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",29/06/2024,Others,,
325184-05,AU,357.3226,53.5987,0.150000868,"Crowdstrike, Inc.","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)","PETKOVSKI, ANDREJ (Trading as Osmicro Networks)",29/06/2024,Others,,
326949-01,AU,72735.4817,10534.0998,0.144827525,Rubrik,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,AUSTRALIAN HEALTH & NUTRITION ASSOCIATION LIMITED,29/06/2024,Control,,
326914-01,AU,111036.3307,13550.7485,0.122038872,Rubrik,Sekuro Operations Pty Ltd,Sekuro Operations Pty Ltd,JB HI-FI GROUP PTY LTD,29/06/2024,Control,,
324539-08,AU,3116.4,226.31,0.072619048,IBM,Spectrum IT Pty Ltd T/A Strong Solutions,Spectrum IT Pty Ltd T/A Strong Solutions,Arakella Pty Limited,29/06/2024,Others,,
326306-01,AU,57371.2667,5872.7522,0.102363997,Netskope,The Missing Link Security Pty Ltd,The Missing Link Security Pty Ltd,Cue Clothing Co,29/06/2024,Control,,
322444-11,AU,5715,188,0.032895888,Okta,Trustee for the P & R Williamson Family Trust ( trading as Insync Solutions Pty Ltd),Trustee for the P & R Williamson Family Trust ( trading as Insync Solutions Pty Ltd),Department of Premier and Cabinet (South Australia),29/06/2024,Others,,
326985-01,AU,0,-215,-Infinity,ExtraHop,DATA#3 LIMITED,DATA#3 LIMITED,Services Australia,30/06/2024,Target,,
